id_siswa,nama_siswa,rata_nilai,hadir,sakit,izin,alpha,skor_motivasi,skor_disiplin,status_risiko
1105,Siswa 1105,68,76,5,5,14,77,99,1
1106,Siswa 1106,89,76,5,7,12,92,80,1
1107,Siswa 1107,92,78,5,5,12,54,90,1
1108,Siswa 1108,87,95,2,1,2,77,46,0
1109,Siswa 1109,51,90,5,0,5,56,56,1
1110,Siswa 1110,80,81,3,8,8,53,59,1
1111,Siswa 1111,54,89,1,2,8,84,48,1
1112,Siswa 1112,75,84,2,4,10,44,81,1
1113,Siswa 1113,54,82,3,3,12,47,83,1
1114,Siswa 1114,95,89,0,5,6,45,41,1
1115,Siswa 1115,72,76,8,4,12,55,87,1
1116,Siswa 1116,48,87,7,2,4,88,67,1
1117,Siswa 1117,70,85,8,3,4,53,52,1
1118,Siswa 1118,50,83,8,5,4,57,89,1
1119,Siswa 1119,76,81,6,5,8,81,69,0
1120,Siswa 1120,85,89,1,8,2,90,73,0
1121,Siswa 1121,48,82,7,2,9,62,70,1
1122,Siswa 1122,53,91,6,3,0,75,45,1
1123,Siswa 1123,68,81,5,0,14,48,85,1
1124,Siswa 1124,50,94,1,5,0,90,79,1
1125,Siswa 1125,78,89,8,2,1,63,53,0
1126,Siswa 1126,52,79,1,6,14,57,53,1
1127,Siswa 1127,56,94,6,0,0,88,98,1
1128,Siswa 1128,44,83,3,3,11,46,74,1
1129,Siswa 1129,50,79,4,5,12,63,92,1
1130,Siswa 1130,44,72,8,7,13,73,97,1
1131,Siswa 1131,76,79,7,7,7,100,79,0
1132,Siswa 1132,91,90,0,0,10,67,74,0
1133,Siswa 1133,92,90,4,0,6,58,81,1
1134,Siswa 1134,44,78,8,5,9,46,45,1
1135,Siswa 1135,95,87,0,4,9,75,58,1
1136,Siswa 1136,68,80,6,4,10,94,42,1
1137,Siswa 1137,59,78,1,8,13,77,54,1
1138,Siswa 1138,50,96,2,0,2,53,87,1
1139,Siswa 1139,76,83,5,4,8,44,91,1
1140,Siswa 1140,84,86,7,5,2,43,82,1
1141,Siswa 1141,98,85,2,1,12,99,47,1
1142,Siswa 1142,82,77,7,3,13,86,97,1
1143,Siswa 1143,87,84,6,0,10,88,88,0
1144,Siswa 1144,60,92,2,3,3,66,46,1
1145,Siswa 1145,46,87,6,1,6,95,80,1
1146,Siswa 1146,69,70,7,8,15,48,66,1
1147,Siswa 1147,78,86,4,6,4,79,95,0
1148,Siswa 1148,97,99,1,0,0,41,59,1
1149,Siswa 1149,73,81,0,6,13,63,45,1
1150,Siswa 1150,72,74,7,7,12,96,56,1
1151,Siswa 1151,93,84,6,5,5,75,46,0
1152,Siswa 1152,49,84,4,2,10,78,91,1
1153,Siswa 1153,64,90,0,2,8,54,61,1
1154,Siswa 1154,75,80,1,4,15,51,67,0
1155,Siswa 1155,75,82,1,4,13,95,52,1
1156,Siswa 1156,59,83,3,4,10,76,92,1
1157,Siswa 1157,57,74,5,7,14,72,50,1
1158,Siswa 1158,58,90,3,4,3,57,71,1
1159,Siswa 1159,45,88,1,8,3,51,69,1
1160,Siswa 1160,59,83,5,2,10,47,84,1
1161,Siswa 1161,83,89,4,4,3,54,52,1
1162,Siswa 1162,77,83,3,3,11,74,88,1
1163,Siswa 1163,86,86,0,7,7,61,73,0
1164,Siswa 1164,88,92,2,5,1,93,65,0
1165,Siswa 1165,68,79,5,6,10,41,90,1
1166,Siswa 1166,74,78,4,6,12,95,69,1
1167,Siswa 1167,72,92,0,7,1,92,83,0
1168,Siswa 1168,73,83,2,6,9,77,69,0
1169,Siswa 1169,55,79,5,8,8,86,94,1
1170,Siswa 1170,52,80,4,4,12,49,80,1
1171,Siswa 1171,56,89,5,4,2,44,98,1
1172,Siswa 1172,57,91,4,4,1,79,63,1
1173,Siswa 1173,64,86,7,6,1,43,51,1
1174,Siswa 1174,50,84,2,8,6,53,88,1
1175,Siswa 1175,52,78,0,7,15,79,42,1
1176,Siswa 1176,89,92,7,0,1,43,92,0
1177,Siswa 1177,66,89,0,5,6,95,95,1
1178,Siswa 1178,82,91,2,6,1,43,75,0
1179,Siswa 1179,65,85,7,7,1,40,84,1
1180,Siswa 1180,79,77,7,6,10,75,70,0
1181,Siswa 1181,78,93,3,1,3,76,61,0
1182,Siswa 1182,77,88,1,8,3,46,47,1
1183,Siswa 1183,81,77,1,8,14,73,52,1
1184,Siswa 1184,42,86,0,5,9,46,76,1
1185,Siswa 1185,75,94,0,5,1,74,51,0
1186,Siswa 1186,60,79,5,8,8,65,100,1
1187,Siswa 1187,95,88,4,6,2,54,93,0
1188,Siswa 1188,51,82,1,8,9,57,66,1
1189,Siswa 1189,47,90,3,6,1,87,90,1
1190,Siswa 1190,60,71,6,8,15,70,59,1
1191,Siswa 1191,45,89,0,4,7,46,60,1
1192,Siswa 1192,68,76,6,7,11,95,92,1
1193,Siswa 1193,42,83,1,5,11,77,62,1
1194,Siswa 1194,73,86,3,5,6,54,71,1
1195,Siswa 1195,76,92,1,4,3,73,47,0
1196,Siswa 1196,42,82,3,5,10,45,86,1
1197,Siswa 1197,47,85,0,1,14,54,44,1
1198,Siswa 1198,41,80,4,1,15,48,56,1
1199,Siswa 1199,72,81,3,2,14,87,46,1
1200,Siswa 1200,61,85,3,8,4,64,70,0
1201,Siswa 1201,87,95,2,2,1,50,95,0
1202,Siswa 1202,66,81,8,8,3,60,77,0
1203,Siswa 1203,42,92,3,0,5,57,70,1
1204,Siswa 1204,96,86,2,8,4,78,71,0
1205,Siswa 1205,76,92,0,1,7,100,67,0
1206,Siswa 1206,99,90,3,3,4,79,89,0
1207,Siswa 1207,73,84,3,1,12,60,69,1
1208,Siswa 1208,66,70,7,8,15,95,78,1
1209,Siswa 1209,95,90,3,4,3,95,84,0
1210,Siswa 1210,60,89,3,5,3,92,76,0
1211,Siswa 1211,83,87,7,1,5,56,56,1
1212,Siswa 1212,61,79,8,0,13,42,91,0
1213,Siswa 1213,43,88,1,7,4,67,95,1
1214,Siswa 1214,54,74,4,8,14,43,71,1
1215,Siswa 1215,71,88,3,0,9,86,58,1
1216,Siswa 1216,47,77,6,3,14,73,53,1
1217,Siswa 1217,61,79,6,3,12,76,99,1
1218,Siswa 1218,61,83,8,6,3,73,42,1
1219,Siswa 1219,40,81,4,6,9,70,65,1
1220,Siswa 1220,56,93,0,4,3,56,79,1
1221,Siswa 1221,100,77,6,7,10,58,69,1
1222,Siswa 1222,73,94,3,2,1,91,55,0
1223,Siswa 1223,71,90,0,0,10,67,55,1
1224,Siswa 1224,68,84,7,7,2,100,82,0
1225,Siswa 1225,78,81,0,4,15,55,44,1
1226,Siswa 1226,46,80,8,8,4,97,74,1
1227,Siswa 1227,89,89,0,0,11,77,85,1
1228,Siswa 1228,52,95,3,1,1,86,61,1
1229,Siswa 1229,41,83,4,8,5,71,49,1
1230,Siswa 1230,55,79,8,3,10,63,51,1
1231,Siswa 1231,97,87,1,5,7,40,72,1
1232,Siswa 1232,83,91,2,0,7,92,95,0
1233,Siswa 1233,71,90,4,2,4,78,89,0
1234,Siswa 1234,75,92,5,0,3,59,76,0
1235,Siswa 1235,92,89,2,1,8,61,64,1
1236,Siswa 1236,47,78,7,6,9,85,79,1
1237,Siswa 1237,88,86,6,7,1,72,73,0
1238,Siswa 1238,47,71,8,6,15,96,51,1
1239,Siswa 1239,76,86,8,0,6,81,47,1
1240,Siswa 1240,61,82,2,3,13,57,61,1
1241,Siswa 1241,62,88,2,7,3,96,66,1
1242,Siswa 1242,81,88,5,5,2,49,64,0
1243,Siswa 1243,69,78,7,6,9,94,45,1
1244,Siswa 1244,77,87,0,7,6,100,44,1
1245,Siswa 1245,90,89,0,8,3,41,44,1
1246,Siswa 1246,50,88,0,1,11,97,43,1
1247,Siswa 1247,93,94,3,3,0,49,53,1
1248,Siswa 1248,96,86,1,1,12,70,88,1
1249,Siswa 1249,94,87,3,3,7,93,57,1
1250,Siswa 1250,44,82,5,4,9,88,70,1
1251,Siswa 1251,88,82,8,8,2,95,43,1
1252,Siswa 1252,97,89,0,4,7,64,49,1
1253,Siswa 1253,72,93,5,1,1,64,67,0
1254,Siswa 1254,57,92,2,0,6,67,96,1
1255,Siswa 1255,99,88,4,2,6,66,65,1
1256,Siswa 1256,51,75,5,6,14,89,56,1
1257,Siswa 1257,79,73,8,8,11,60,79,1
1258,Siswa 1258,57,81,3,4,12,67,50,1
1259,Siswa 1259,56,79,2,4,15,67,67,0
1260,Siswa 1260,60,85,6,3,6,68,51,1
1261,Siswa 1261,43,83,1,3,13,91,57,0
1262,Siswa 1262,61,93,2,1,4,55,54,1
1263,Siswa 1263,74,80,4,1,15,54,100,0
1264,Siswa 1264,61,92,6,1,1,75,80,0
1265,Siswa 1265,79,87,2,0,11,90,96,1
1266,Siswa 1266,88,94,6,0,0,72,44,0
1267,Siswa 1267,76,82,2,3,13,98,98,1
1268,Siswa 1268,68,88,0,3,9,56,86,0
1269,Siswa 1269,56,87,6,1,6,100,69,1
1270,Siswa 1270,66,84,5,0,11,62,72,0
1271,Siswa 1271,96,94,2,0,4,81,58,0
1272,Siswa 1272,67,75,6,6,13,75,40,1
1273,Siswa 1273,46,84,4,8,4,77,60,1
1274,Siswa 1274,66,91,8,1,0,82,48,1
1275,Siswa 1275,61,85,8,1,6,77,54,1
1276,Siswa 1276,52,97,0,2,1,57,66,1
1277,Siswa 1277,86,86,3,8,3,72,47,0
1278,Siswa 1278,51,80,7,2,11,92,44,1
1279,Siswa 1279,81,82,4,5,9,99,99,0
1280,Siswa 1280,49,80,6,7,7,51,63,1
1281,Siswa 1281,55,86,8,4,2,84,76,1
1282,Siswa 1282,75,85,6,1,8,94,67,0
1283,Siswa 1283,89,82,1,7,10,58,74,1
1284,Siswa 1284,55,83,2,4,11,68,96,1
1285,Siswa 1285,97,77,8,3,12,63,97,1
1286,Siswa 1286,75,76,7,7,10,67,95,1
1287,Siswa 1287,45,81,7,8,4,66,43,1
1288,Siswa 1288,61,92,0,4,4,84,75,0
1289,Siswa 1289,58,96,1,3,0,94,70,1
1290,Siswa 1290,50,88,8,1,3,87,83,1
1291,Siswa 1291,62,81,0,5,14,88,76,1
1292,Siswa 1292,54,76,6,5,13,50,78,1
1293,Siswa 1293,41,81,5,5,9,70,75,1
1294,Siswa 1294,97,97,0,0,3,80,45,0
1295,Siswa 1295,86,81,5,3,11,49,58,1
1296,Siswa 1296,47,91,1,5,3,64,72,1
1297,Siswa 1297,50,86,8,3,3,58,79,1
1298,Siswa 1298,86,90,3,0,7,49,65,1
1299,Siswa 1299,75,82,6,2,10,95,48,1
1300,Siswa 1300,44,92,6,2,0,74,76,0
1301,Siswa 1301,84,74,6,8,12,49,88,1
1302,Siswa 1302,56,93,4,1,2,40,95,1
1303,Siswa 1303,82,82,8,6,4,45,41,1
1304,Siswa 1304,98,84,3,5,8,99,85,0
1305,Siswa 1305,94,86,6,3,5,51,95,0
1306,Siswa 1306,95,85,8,4,3,98,87,0
1307,Siswa 1307,90,85,1,8,6,68,93,0
1308,Siswa 1308,99,80,1,6,13,65,86,1
1309,Siswa 1309,61,85,5,6,4,63,42,1
1310,Siswa 1310,72,91,5,3,1,42,49,1
1311,Siswa 1311,54,86,0,4,10,75,87,1
1312,Siswa 1312,45,91,0,2,7,84,84,1
1313,Siswa 1313,42,81,5,7,7,69,95,1
1314,Siswa 1314,93,80,0,6,14,62,43,1
1315,Siswa 1315,87,97,0,3,0,54,89,0
1316,Siswa 1316,100,77,7,1,15,58,94,1
1317,Siswa 1317,74,85,8,4,3,81,50,1
1318,Siswa 1318,74,95,0,4,1,76,86,0
1319,Siswa 1319,97,82,5,4,9,59,41,1
1320,Siswa 1320,58,87,5,1,7,79,90,1
1321,Siswa 1321,63,85,3,7,5,61,76,0
1322,Siswa 1322,44,92,2,2,4,44,81,1
1323,Siswa 1323,92,77,7,1,15,77,82,1
1324,Siswa 1324,88,96,0,3,1,72,70,0
1325,Siswa 1325,56,89,1,3,7,63,81,1
1326,Siswa 1326,81,85,4,2,9,88,68,0
1327,Siswa 1327,76,84,1,1,14,66,72,1
1328,Siswa 1328,96,89,4,3,4,87,94,0
1329,Siswa 1329,43,93,0,0,7,50,45,1
1330,Siswa 1330,91,86,8,1,5,51,89,0
1331,Siswa 1331,74,81,5,4,10,97,91,0
1332,Siswa 1332,60,88,4,6,2,45,45,1
1333,Siswa 1333,43,93,5,0,2,74,52,1
1334,Siswa 1334,78,88,6,3,3,66,72,0
1335,Siswa 1335,85,80,6,5,9,49,81,1
1336,Siswa 1336,40,89,5,4,2,65,68,1
1337,Siswa 1337,86,71,8,6,15,77,42,1
1338,Siswa 1338,92,88,1,2,9,64,41,1
1339,Siswa 1339,68,74,8,7,11,48,45,0
1340,Siswa 1340,72,82,6,6,6,83,49,1
1341,Siswa 1341,71,90,0,3,7,65,69,1
1342,Siswa 1342,82,78,5,6,11,46,86,1
1343,Siswa 1343,78,86,8,5,1,63,55,0
1344,Siswa 1344,54,81,4,8,7,70,64,1
1345,Siswa 1345,80,76,8,6,10,87,94,0
1346,Siswa 1346,58,82,0,3,15,87,59,1
1347,Siswa 1347,63,83,8,2,7,80,88,1
1348,Siswa 1348,43,84,4,6,6,64,59,1
1349,Siswa 1349,67,83,6,2,9,48,82,1
1350,Siswa 1350,92,88,6,3,3,41,47,1
1351,Siswa 1351,82,87,1,2,10,96,66,0
1352,Siswa 1352,43,74,4,8,14,98,47,1
1353,Siswa 1353,43,98,0,2,0,70,95,1
1354,Siswa 1354,79,84,6,5,5,66,41,1
1355,Siswa 1355,47,71,8,8,13,41,93,1
1356,Siswa 1356,42,92,0,4,4,52,99,1
1357,Siswa 1357,59,91,7,2,0,71,52,1
1358,Siswa 1358,73,84,8,5,3,64,48,0
1359,Siswa 1359,88,75,8,6,11,96,45,1
1360,Siswa 1360,74,86,1,3,10,88,94,1
1361,Siswa 1361,43,83,0,2,15,73,85,1
1362,Siswa 1362,55,74,5,6,15,96,58,1
1363,Siswa 1363,59,89,0,3,8,87,94,1
1364,Siswa 1364,71,86,2,8,4,95,99,0
1365,Siswa 1365,82,81,5,3,11,100,95,1
1366,Siswa 1366,71,91,1,3,5,71,51,0
1367,Siswa 1367,78,79,5,4,12,58,48,1
1368,Siswa 1368,56,88,8,3,1,65,65,1
1369,Siswa 1369,65,91,4,3,2,44,43,1
1370,Siswa 1370,54,80,2,6,12,74,56,1
1371,Siswa 1371,60,91,6,1,2,95,65,0
1372,Siswa 1372,100,83,2,2,13,83,99,1
1373,Siswa 1373,78,83,6,0,11,94,46,1
1374,Siswa 1374,100,87,7,6,0,42,92,0
1375,Siswa 1375,55,83,6,3,8,85,55,1
1376,Siswa 1376,83,72,5,8,15,96,49,1
1377,Siswa 1377,85,79,8,3,10,74,60,1
1378,Siswa 1378,78,72,7,8,13,71,65,1
1379,Siswa 1379,64,83,7,6,4,73,64,0
1380,Siswa 1380,80,80,1,8,11,94,80,1
1381,Siswa 1381,89,88,1,6,5,57,88,0
1382,Siswa 1382,98,88,4,1,7,89,43,1
1383,Siswa 1383,51,76,5,5,14,69,98,1
1384,Siswa 1384,85,78,6,4,12,84,67,1
1385,Siswa 1385,45,79,3,8,10,96,61,1
1386,Siswa 1386,46,83,6,1,10,63,47,1
1387,Siswa 1387,86,77,5,8,10,74,81,0
1388,Siswa 1388,88,77,7,2,14,68,98,1
1389,Siswa 1389,80,76,5,4,15,97,77,1
1390,Siswa 1390,70,90,3,7,0,51,70,0
1391,Siswa 1391,42,89,4,7,0,56,100,1
1392,Siswa 1392,57,87,3,3,7,86,49,1
1393,Siswa 1393,69,88,1,5,6,45,49,1
1394,Siswa 1394,82,84,3,1,12,49,89,1
1395,Siswa 1395,43,81,5,7,7,50,85,1
1396,Siswa 1396,79,94,4,1,1,60,54,0
1397,Siswa 1397,76,87,6,1,6,87,79,1
1398,Siswa 1398,63,79,0,6,15,91,46,1
1399,Siswa 1399,51,89,2,7,2,46,98,1
1400,Siswa 1400,90,94,1,1,4,49,56,1
1401,Siswa 1401,63,80,8,2,10,42,70,1
1402,Siswa 1402,88,89,1,6,4,46,97,0
1403,Siswa 1403,87,84,4,0,12,58,55,1
1404,Siswa 1404,82,79,7,4,10,82,97,0
1405,Siswa 1405,72,81,7,7,5,43,41,1
1406,Siswa 1406,87,76,8,4,12,42,67,1
1407,Siswa 1407,88,94,5,0,1,41,40,1
1408,Siswa 1408,100,87,7,6,0,50,89,0
1409,Siswa 1409,96,83,7,0,10,40,93,1
1410,Siswa 1410,80,81,0,4,15,60,45,1
1411,Siswa 1411,58,90,7,0,3,80,50,1
1412,Siswa 1412,74,83,7,3,7,48,92,1
1413,Siswa 1413,44,80,3,8,9,68,40,1
1414,Siswa 1414,47,91,2,1,6,57,46,1
1415,Siswa 1415,64,72,6,8,14,60,96,1
1416,Siswa 1416,91,90,3,4,3,70,54,0
1417,Siswa 1417,74,88,3,0,9,74,62,0
1418,Siswa 1418,86,79,2,4,15,65,48,1
1419,Siswa 1419,56,78,6,7,9,91,98,1
1420,Siswa 1420,70,91,3,1,5,86,55,0
1421,Siswa 1421,70,78,8,5,9,73,92,0
1422,Siswa 1422,95,86,2,8,4,75,80,0
1423,Siswa 1423,59,87,0,5,8,48,78,1
1424,Siswa 1424,90,86,0,8,6,46,42,1
1425,Siswa 1425,41,92,3,5,0,52,50,1
1426,Siswa 1426,100,91,0,7,2,78,49,0
1427,Siswa 1427,56,86,5,0,9,82,96,1
1428,Siswa 1428,69,88,8,1,3,55,66,1
1429,Siswa 1429,63,84,8,7,1,57,55,1
1430,Siswa 1430,55,78,8,2,12,85,76,0
1431,Siswa 1431,95,75,2,8,15,69,60,1
1432,Siswa 1432,87,83,7,6,4,59,73,0
1433,Siswa 1433,59,91,2,4,3,84,67,1
1434,Siswa 1434,47,84,2,0,14,88,55,1
1435,Siswa 1435,71,87,5,4,4,49,84,0
1436,Siswa 1436,91,86,3,7,4,82,80,0
1437,Siswa 1437,67,84,1,7,8,85,95,1
1438,Siswa 1438,43,99,0,1,0,80,78,1
1439,Siswa 1439,45,86,6,7,1,89,46,1
1440,Siswa 1440,94,84,3,7,6,66,91,0
1441,Siswa 1441,70,86,1,0,13,82,97,1
1442,Siswa 1442,77,86,1,6,7,96,54,1
1443,Siswa 1443,97,86,2,8,4,54,65,0
1444,Siswa 1444,72,92,5,0,3,77,68,0
1445,Siswa 1445,73,82,1,6,11,92,92,1
1446,Siswa 1446,42,76,7,3,14,57,59,1
1447,Siswa 1447,41,84,7,2,7,75,50,1
1448,Siswa 1448,45,84,8,3,5,79,44,1
1449,Siswa 1449,62,85,3,6,6,96,50,1
1450,Siswa 1450,68,84,2,5,9,100,48,1
1451,Siswa 1451,63,85,7,3,5,64,90,0
1452,Siswa 1452,64,84,7,4,5,99,45,1
1453,Siswa 1453,55,78,5,3,14,80,87,1
1454,Siswa 1454,87,74,3,8,15,40,75,1
1455,Siswa 1455,89,86,3,6,5,40,77,0
1456,Siswa 1456,56,82,6,2,10,45,72,1
1457,Siswa 1457,90,93,1,2,4,91,55,0
1458,Siswa 1458,69,92,1,0,7,55,44,1
1459,Siswa 1459,68,95,0,0,5,93,55,1
1460,Siswa 1460,93,88,6,5,1,52,88,0
1461,Siswa 1461,80,79,6,5,10,50,72,1
1462,Siswa 1462,81,82,2,6,10,81,86,0
1463,Siswa 1463,70,93,2,0,5,84,50,0
1464,Siswa 1464,71,77,3,8,12,76,99,1
1465,Siswa 1465,65,88,4,8,0,45,55,1
1466,Siswa 1466,95,89,1,3,7,41,83,0
1467,Siswa 1467,71,74,8,5,13,41,84,1
1468,Siswa 1468,93,79,8,1,12,99,86,1
1469,Siswa 1469,86,86,0,5,9,81,71,0
1470,Siswa 1470,98,86,0,4,10,88,66,0
1471,Siswa 1471,85,87,2,3,8,91,56,1
1472,Siswa 1472,51,75,6,6,13,57,96,1
1473,Siswa 1473,58,76,7,8,9,80,99,1
1474,Siswa 1474,46,90,7,2,1,68,85,1
1475,Siswa 1475,84,86,6,1,7,71,47,1
1476,Siswa 1476,64,94,1,4,1,81,69,0
1477,Siswa 1477,41,97,0,3,0,58,61,1
1478,Siswa 1478,49,91,3,1,5,64,86,1
1479,Siswa 1479,98,78,2,5,15,90,46,1
1480,Siswa 1480,83,87,3,7,3,92,70,0
1481,Siswa 1481,99,84,5,8,3,47,60,0
1482,Siswa 1482,49,78,8,0,14,57,40,1
1483,Siswa 1483,47,86,4,5,5,85,65,1
1484,Siswa 1484,55,76,7,5,12,80,64,1
1485,Siswa 1485,52,93,1,3,3,74,86,1
1486,Siswa 1486,50,88,4,1,7,73,76,1
1487,Siswa 1487,96,83,0,6,11,44,71,1
1488,Siswa 1488,93,90,0,7,3,43,66,0
1489,Siswa 1489,86,80,4,3,13,88,62,1
1490,Siswa 1490,75,87,5,2,6,55,58,1
1491,Siswa 1491,70,86,6,2,6,42,42,1
1492,Siswa 1492,45,82,1,2,15,44,100,1
1493,Siswa 1493,65,76,8,5,11,71,78,1
1494,Siswa 1494,70,93,1,6,0,53,89,0
1495,Siswa 1495,93,82,8,7,3,46,86,0
1496,Siswa 1496,47,75,8,3,14,42,86,1
1497,Siswa 1497,63,75,7,5,13,48,62,1
1498,Siswa 1498,78,78,8,4,10,61,73,1
1499,Siswa 1499,99,95,2,3,0,89,92,0
1500,Siswa 1500,50,80,4,7,9,98,57,1
1501,Siswa 1501,46,74,8,8,10,78,87,1
1502,Siswa 1502,60,83,7,6,4,63,100,0
1503,Siswa 1503,97,76,7,5,12,41,51,1
1504,Siswa 1504,82,76,5,6,13,41,52,1
1505,Siswa 1505,45,95,0,4,1,73,54,1
1506,Siswa 1506,95,80,6,6,8,52,43,0
1507,Siswa 1507,62,86,5,3,6,63,54,1
1508,Siswa 1508,71,98,1,1,0,97,80,0
1509,Siswa 1509,61,82,8,7,3,42,72,1
1510,Siswa 1510,51,88,7,1,4,78,52,1
1511,Siswa 1511,50,80,5,3,12,54,66,1
1512,Siswa 1512,91,80,6,3,11,66,67,1
1513,Siswa 1513,53,92,1,6,1,68,80,1
1514,Siswa 1514,56,81,3,1,15,46,45,1
1515,Siswa 1515,53,83,0,2,15,50,95,1
1516,Siswa 1516,76,72,7,7,14,82,63,1
1517,Siswa 1517,52,88,2,7,3,46,96,1
1518,Siswa 1518,78,85,0,1,14,89,98,1
1519,Siswa 1519,62,94,3,2,1,40,61,1
1520,Siswa 1520,66,80,4,3,13,71,78,1
1521,Siswa 1521,40,85,5,4,6,52,64,1
1522,Siswa 1522,67,90,0,8,2,60,52,1
1523,Siswa 1523,45,85,2,0,13,77,51,1
1524,Siswa 1524,60,75,5,8,12,56,62,1
1525,Siswa 1525,78,89,0,1,10,40,90,0
1526,Siswa 1526,53,72,5,8,15,65,60,1
1527,Siswa 1527,65,88,3,4,5,68,70,0
1528,Siswa 1528,44,89,0,3,8,82,99,1
1529,Siswa 1529,60,84,5,1,10,62,68,1
1530,Siswa 1530,71,75,8,8,9,53,67,1
1531,Siswa 1531,86,95,1,0,4,55,81,0
1532,Siswa 1532,59,82,1,3,14,81,100,1
1533,Siswa 1533,89,83,5,5,7,44,51,1
1534,Siswa 1534,53,87,4,8,1,97,78,1
1535,Siswa 1535,63,93,4,0,3,86,78,0
1536,Siswa 1536,70,90,1,8,1,91,55,0
1537,Siswa 1537,46,89,1,0,10,72,68,1
1538,Siswa 1538,52,91,3,6,0,99,52,1
1539,Siswa 1539,90,82,0,7,11,69,59,1
1540,Siswa 1540,56,89,4,2,5,74,56,1
1541,Siswa 1541,98,96,0,2,2,57,97,0
1542,Siswa 1542,98,90,0,8,2,97,66,0
1543,Siswa 1543,66,87,2,2,9,76,77,1
1544,Siswa 1544,51,78,6,2,14,77,56,1
1545,Siswa 1545,70,92,4,3,1,86,93,0
1546,Siswa 1546,65,93,1,3,3,72,75,0
1547,Siswa 1547,70,82,0,8,10,74,71,0
1548,Siswa 1548,50,91,2,5,2,54,41,0
1549,Siswa 1549,90,73,7,7,13,54,75,1
1550,Siswa 1550,61,77,7,2,14,41,68,1
1551,Siswa 1551,94,77,8,5,10,51,72,1
1552,Siswa 1552,76,82,3,5,10,57,93,1
1553,Siswa 1553,62,84,5,2,9,81,66,1
1554,Siswa 1554,49,79,6,7,8,40,91,1
1555,Siswa 1555,49,86,4,7,3,99,46,1
1556,Siswa 1556,64,83,4,2,11,46,44,1
1557,Siswa 1557,66,78,6,3,13,47,72,1
1558,Siswa 1558,48,79,7,5,9,56,98,1
1559,Siswa 1559,97,81,6,1,12,82,100,1
1560,Siswa 1560,47,89,1,5,5,51,63,1
1561,Siswa 1561,69,86,3,7,4,84,57,1
1562,Siswa 1562,67,80,8,1,11,53,81,1
1563,Siswa 1563,60,84,7,6,3,69,54,1
1564,Siswa 1564,58,87,4,1,8,76,95,1
1565,Siswa 1565,47,90,0,0,10,75,76,1
1566,Siswa 1566,96,84,5,2,9,67,56,1
1567,Siswa 1567,63,90,0,3,7,42,87,0
1568,Siswa 1568,64,78,5,5,12,94,45,1
1569,Siswa 1569,52,98,1,0,1,55,56,1
1570,Siswa 1570,77,91,2,0,7,98,83,0
1571,Siswa 1571,90,86,3,8,3,61,69,0
1572,Siswa 1572,80,84,6,8,2,53,43,1
1573,Siswa 1573,91,81,0,7,12,99,44,1
1574,Siswa 1574,69,79,4,3,14,83,68,1
1575,Siswa 1575,98,72,7,6,15,84,48,1
1576,Siswa 1576,47,81,7,1,11,70,44,1
1577,Siswa 1577,80,85,1,0,14,80,60,1
1578,Siswa 1578,58,77,4,7,12,98,95,1
1579,Siswa 1579,99,88,5,6,1,80,47,0
1580,Siswa 1580,70,95,1,0,4,74,43,0
1581,Siswa 1581,70,89,2,4,5,53,93,0
1582,Siswa 1582,78,81,5,0,14,52,74,1
1583,Siswa 1583,41,92,1,7,0,100,75,1
1584,Siswa 1584,62,87,6,1,6,82,94,1
1585,Siswa 1585,42,93,4,2,1,100,40,0
1586,Siswa 1586,97,90,5,4,1,85,87,0
1587,Siswa 1587,41,82,5,7,6,96,54,1
1588,Siswa 1588,61,86,1,7,6,48,72,1
1589,Siswa 1589,40,85,7,5,3,54,67,1
1590,Siswa 1590,99,89,0,1,10,78,72,0
1591,Siswa 1591,97,85,8,7,0,78,40,0
1592,Siswa 1592,80,83,5,7,5,43,69,0
1593,Siswa 1593,85,88,7,0,5,54,74,0
1594,Siswa 1594,90,81,8,6,5,64,42,0
1595,Siswa 1595,92,90,4,3,3,70,79,0
1596,Siswa 1596,76,75,6,4,15,66,95,1
1597,Siswa 1597,61,85,5,7,3,43,100,1
1598,Siswa 1598,82,96,3,1,0,65,86,0
1599,Siswa 1599,100,86,8,5,1,83,96,0
1600,Siswa 1600,94,89,1,7,3,100,66,0
1601,Siswa 1601,91,88,3,1,8,46,98,1
1602,Siswa 1602,46,89,8,2,1,57,47,1
1603,Siswa 1603,80,86,4,0,10,75,70,0
1604,Siswa 1604,73,87,2,4,7,95,71,0
1605,Siswa 1605,87,85,1,5,9,58,76,1
1606,Siswa 1606,77,80,4,6,10,91,72,0
1607,Siswa 1607,62,80,4,7,9,68,52,1
1608,Siswa 1608,74,89,3,6,2,43,83,0
1609,Siswa 1609,72,76,7,8,9,45,69,1
1610,Siswa 1610,81,77,3,6,14,76,96,1
1611,Siswa 1611,45,91,4,2,3,56,56,1
1612,Siswa 1612,73,80,3,3,14,49,99,1
1613,Siswa 1613,85,84,1,3,12,62,76,1
1614,Siswa 1614,57,91,3,6,0,74,45,1
1615,Siswa 1615,40,86,3,4,7,91,69,1
1616,Siswa 1616,68,81,5,6,8,82,86,1
1617,Siswa 1617,95,84,0,7,9,75,64,0
1618,Siswa 1618,91,97,1,0,2,87,49,0
1619,Siswa 1619,100,93,5,1,1,79,45,0
1620,Siswa 1620,85,86,4,3,7,81,57,1
